"date"	"landscape"	"meta"	"type"	"sample"	"x.value"	"y.value"	"habitat"	"habitat.bi"	"age"	"volume"	"euplotes"	"paramecium"	"blepharisma"	"colpidium"	"rotifer"	"vorticella"	"chilomonas"	"counter"	"eu_density"	"para_density"	"bleph_density"	"colp_density"	"rot_density"	"vort_density"	"chilo_density"
"195"	"4/22/15"	2	6	"E"	19	4	6	"D"	1	8	1	0	0	342	6	0	14	1000	"EJR"	0	0	342	6	0	14	1000
"196"	"4/22/15"	2	6	"E"	20	4	5	"D"	1	11	1	0	0	56	0	0	0	10	"EJR"	0	0	56	0	0	0	10
"197"	"4/22/15"	2	6	"E"	21	4	4	"D"	1	3	1	0	0	0	2170	0	26	10000	"EJR"	0	0	0	2170	0	26	10000
"198"	"4/21/15"	2	6	"E"	22	4	3	"C"	0	2	1	0	40	0	0	0	16	0	"sec"	0	40	0	0	0	16	0
"199"	"4/21/15"	2	6	"E"	23	4	2	"C"	0	5	1	0	686	0	0	0	38	0	"sec"	0	686	0	0	0	38	0
"200"	"4/22/15"	2	6	"E"	24	4	1	"D"	1	1	1	0	1190	0	0	0	60	100000	"EJR"	0	1190	0	0	0	60	1e+05
"201"	"4/22/15"	2	6	"E"	25	5	6	"D"	1	8	1	88	0	122	515	0	10	10	"EJR"	88	0	122	515	0	10	10
"202"	"4/22/15"	2	6	"E"	26	5	5	"D"	1	7	1	22	50	152	890	5	5	0	"EJR"	22	50	152	890	5	5	0
"203"	"4/22/15"	2	6	"E"	27	5	4	"D"	1	11	1	8	0	122	36	32	9	0	"EJR"	8	0	122	36	32	9	0
"204"	"4/22/15"	2	6	"E"	28	5	3	"D"	1	6	1	56	550	48	1670	60	3	0	"EJR"	56	550	48	1670	60	3	0
"205"	"4/22/15"	2	6	"E"	29	5	2	"D"	1	3	1	510	2	40	1540	24	3	100	"EJR"	510	2	40	1540	24	3	100
"206"	"4/22/15"	2	6	"E"	30	5	1	"D"	1	11	1	0	0	72	3	32	11	10	"MAL"	0	0	72	3	32	11	10
"207"	"4/22/15"	2	6	"E"	31	6	6	"D"	1	1	1	0	0	0	1	0	34	10000	"MAL"	0	0	0	1	0	34	10000
"208"	"4/21/15"	2	6	"E"	32	6	5	"C"	0	1	1	0	2	0	0	0	40	0	"EJR"	0	2	0	0	0	40	0
"209"	"4/22/15"	2	6	"E"	33	6	4	"D"	1	4	1	0	1	22	465	0	9	10	"MAL"	0	1	22	465	0	9	10
"210"	"4/23/15"	2	6	"E"	34	6	3	"D"	1	2	1	64	30	0	495	0	10	1000	"MAL"	64	30	0	495	0	10	1000
"211"	"4/24/15"	2	6	"E"	35	6	2	"D"	1	5	1	52	80	44	750	0	6	10	"MAL"	52	80	44	750	0	6	10
"212"	"4/25/15"	2	6	"E"	36	6	1	"D"	1	1	1	1	0	1	265	0	94	0	"MAL"	1	0	1	265	0	94	0
"213"	"4/21/15"	2	7	"A"	1	1	6	"C"	0	4	1	0	0	0	0	0	11	0	"EJR"	0	0	0	0	0	11	0
"214"	"4/21/15"	2	7	"A"	2	1	5	"C"	0	1	2	0	2	0	0	0	11	0	"sec"	0	1	0	0	0	5.5	0
"215"	"4/22/15"	2	7	"A"	3	1	4	"D"	1	6	1	0	182	14	0	0	17	0	"MAL"	0	182	14	0	0	17	0
"216"	"4/21/15"	2	7	"A"	4	1	3	"C"	0	5	1	0	3	0	0	0	22	0	"sec"	0	3	0	0	0	22	0
"217"	"4/21/15"	2	7	"A"	5	1	2	"C"	0	7	1	0	0	0	0	0	17	0	"sec"	0	0	0	0	0	17	0
"218"	"4/21/15"	2	7	"A"	6	1	1	"C"	0	9	1	0	0	0	0	0	24	0	"sec"	0	0	0	0	0	24	0
"219"	"4/22/15"	2	7	"A"	7	2	6	"D"	1	5	1	0	0	0	0	39	10	100	"MAL"	0	0	0	0	39	10	100
"220"	"4/21/15"	2	7	"A"	8	2	5	"C"	0	4	1	0	1	0	0	0	94	0	"sec"	0	1	0	0	0	94	0
"221"	"4/22/15"	2	7	"A"	9	2	4	"D"	1	2	1	0	0	132	0	2	76	10000	"MAL"	0	0	132	0	2	76	10000
"222"	"4/22/15"	2	7	"A"	10	2	3	"D"	1	11	1	0	0	44	0	45	0	10	"MAL"	0	0	44	0	45	0	10
"223"	"4/21/15"	2	7	"A"	11	2	2	"C"	0	3	1	0	0	30	0	1	39	0	"sec"	0	0	30	0	1	39	0
"224"	"4/22/15"	2	7	"A"	12	2	1	"D"	1	4	1	0	0	300	266	0	44	10	"MAL"	0	0	300	266	0	44	10
"225"	"4/22/15"	2	7	"A"	14	3	5	"D"	1	1	1	0	248	0	0	0	86	10000	"MAL"	0	248	0	0	0	86	10000
"226"	"4/21/15"	2	7	"A"	15	3	4	"C"	0	7	1	0	38	0	0	1	19	0	"sec"	0	38	0	0	1	19	0
"227"	"4/22/15"	2	7	"A"	16	3	3	"D"	1	11	1	0	0	9	0	45	1	10	"MAL"	0	0	9	0	45	1	10
"228"	"4/22/15"	2	7	"A"	17	3	2	"D"	1	10	1	0	0	74	0	36	31	10	"MAL"	0	0	74	0	36	31	10
"229"	"4/22/15"	2	7	"A"	18	3	1	"D"	1	3	1	0	30	112	1500	4	10	10	"MAL"	0	30	112	1500	4	10	10
"230"	"4/22/15"	2	7	"A"	19	4	6	"D"	1	8	1	0	0	230	6	68	34	100	"MAL"	0	0	230	6	68	34	100
"231"	"4/22/15"	2	7	"A"	20	4	5	"D"	1	11	1	0	2	17	0	46	24	10	"MAL"	0	2	17	0	46	24	10
"232"	"4/22/15"	2	7	"A"	21	4	4	"D"	1	3	1	10	0	284	40	28	310	10000	"MAL"	10	0	284	40	28	310	10000
"233"	"4/21/15"	2	7	"A"	22	4	3	"C"	0	2	1	0	26	0	0	0	28	0	"sec"	0	26	0	0	0	28	0
"234"	"4/21/15"	2	7	"A"	23	4	2	"C"	0	5	1	0	1028	0	0	0	18	0	"sec"	0	1028	0	0	0	18	0
"235"	"4/22/15"	2	7	"A"	24	4	1	"D"	1	1	1	0	0	0	4	0	420	10000	"MAL"	0	0	0	4	0	420	10000
"236"	"4/22/15"	2	7	"A"	25	5	6	"D"	1	8	1	0	0	86	1	0	36	1000	"MAL"	0	0	86	1	0	36	1000
"237"	"4/22/15"	2	7	"A"	26	5	5	"D"	1	7	1	0	0	100	0	6	38	10	"MAL"	0	0	100	0	6	38	10
"238"	"4/22/15"	2	7	"A"	27	5	4	"D"	1	11	1	1	6	5	3	11	1	100	"MAL"	1	6	5	3	11	1	100
"239"	"4/22/15"	2	7	"A"	28	5	3	"D"	1	6	1	0	35	740	15	6	23	100	"MAL"	0	35	740	15	6	23	100
"240"	"4/22/15"	2	7	"A"	29	5	2	"D"	1	3	1	0	22	56	945	0	7	100	"MAL"	0	22	56	945	0	7	100
"241"	"4/22/15"	2	7	"A"	30	5	1	"D"	1	11	1	1	0	56	11	18	4	10	"MAL"	1	0	56	11	18	4	10
"242"	"4/22/15"	2	7	"A"	31	6	6	"D"	1	1	1	14	0	0	600	0	11	10000	"MAL"	14	0	0	600	0	11	10000
"243"	"4/21/15"	2	7	"A"	32	6	5	"C"	0	1	1	0	6	1	3	0	3	0	"sec"	0	6	1	3	0	3	0
"244"	"4/22/15"	2	7	"A"	33	6	4	"D"	1	4	1	48	0	156	3	0	5	0	"MAL"	48	0	156	3	0	5	0
"245"	"4/22/15"	2	7	"A"	34	6	3	"D"	1	2	1	17	0	1	480	0	5	1000	"MAL"	17	0	1	480	0	5	1000
"246"	"4/22/15"	2	7	"A"	35	6	2	"D"	1	5	1	0	2	7	600	0	1	10	"MAL"	0	2	7	600	0	1	10
"247"	"4/22/15"	2	7	"A"	36	6	1	"D"	1	1	1	0	0	0	236	0	12	0	"MAL"	0	0	0	236	0	12	0
"248"	"4/21/15"	2	8	"C"	1	1	6	"C"	0	4	1	0	3	0	0	0	102	0	"EJR"	0	3	0	0	0	102	0
"249"	"4/21/15"	2	8	"C"	2	1	5	"C"	0	1	1	0	12	0	0	0	5	0	"EJR"	0	12	0	0	0	5	0
"250"	"4/22/15"	2	8	"C"	3	1	4	"D"	1	6	1	0	695	0	0	0	3	0	"sec"	0	695	0	0	0	3	0
"251"	"4/21/15"	2	8	"C"	4	1	3	"C"	0	5	1	0	116	0	0	0	78	0	"EJR"	0	116	0	0	0	78	0
"252"	"4/21/15"	2	8	"C"	5	1	2	"C"	0	7	1	0	5	0	0	0	56	0	"EJR"	0	5	0	0	0	56	0
"253"	"4/21/15"	2	8	"C"	6	1	1	"C"	0	9	1	0	0	0	0	0	108	0	"EJR"	0	0	0	0	0	108	0
"254"	"4/22/15"	2	8	"C"	7	2	6	"D"	1	5	1	0	74	0	8	6	6	1000	"sec"	0	74	0	8	6	6	1000
"255"	"4/21/15"	2	8	"C"	8	2	5	"C"	0	4	1	0	84	2	0	0	442	0	"EJR"	0	84	2	0	0	442	0
"256"	"4/22/15"	2	8	"C"	9	2	4	"D"	1	2	1	0	314	12	0	2	32	1000	"sec"	0	314	12	0	2	32	1000
"257"	"4/22/15"	2	8	"C"	10	2	3	"D"	1	11	1	0	3	30	0	16	0	10	"sec"	0	3	30	0	16	0	10
"258"	"4/21/15"	2	8	"C"	11	2	2	"C"	0	3	1	0	0	0	0	0	150	0	"EJR"	0	0	0	0	0	150	0
"259"	"4/22/15"	2	8	"C"	12	2	1	"D"	1	4	1	0	1	0	0	0	144	100	"sec"	0	1	0	0	0	144	100
"260"	"4/21/15"	2	8	"C"	13	3	6	"C"	0	11	1	0	1	0	0	90	110	0	"sec"	0	1	0	0	90	110	0
"261"	"4/22/15"	2	8	"C"	14	3	5	"D"	1	1	1	0	0	3	0	0	630	0	"sec"	0	0	3	0	0	630	0
"262"	"4/21/15"	2	8	"C"	15	3	4	"C"	0	7	1	0	0	18	0	7	31	0	"sec"	0	0	18	0	7	31	0
"263"	"4/22/15"	2	8	"C"	16	3	3	"D"	1	11	1	0	0	138	1	22	0	0	"sec"	0	0	138	1	22	0	0
"264"	"4/22/15"	2	8	"C"	17	3	2	"D"	1	10	1	0	0	146	3	0	12	0	"sec"	0	0	146	3	0	12	0
"265"	"4/22/15"	2	8	"C"	18	3	1	"D"	1	3	1	0	1	218	42	0	84	100	"sec"	0	1	218	42	0	84	100
"266"	"4/22/15"	2	8	"C"	19	4	6	"D"	1	8	1	0	18	74	2	12	2	10	"sec"	0	18	74	2	12	2	10
"267"	"4/22/15"	2	8	"C"	20	4	5	"D"	1	11	1	0	0	22	4	12	6	10	"sec"	0	0	22	4	12	6	10
"268"	"4/22/15"	2	8	"C"	21	4	4	"D"	1	3	1	0	0	64	478	22	16	1000	"sec"	0	0	64	478	22	16	1000
"269"	"4/21/15"	2	8	"C"	23	4	2	"C"	0	5	1	12	26	0	0	0	56	0	"sec"	12	26	0	0	0	56	0
"270"	"4/22/15"	2	8	"C"	24	4	1	"D"	1	1	1	0	610	0	0	0	88	1000	"sec"	0	610	0	0	0	88	1000
"271"	"4/22/15"	2	8	"C"	25	5	6	"D"	1	8	1	0	0	260	0	0	1	10	"sec"	0	0	260	0	0	1	10
"272"	"4/22/15"	2	8	"C"	26	5	5	"D"	1	7	1	5	0	394	3	0	2	0	"sec"	5	0	394	3	0	2	0
"273"	"4/22/15"	2	8	"C"	27	5	4	"D"	1	11	1	4	22	9	20	38	0	10	"sec"	4	22	9	20	38	0	10
"274"	"4/22/15"	2	8	"C"	28	5	3	"D"	1	6	1	50	224	42	665	0	0	0	"sec"	50	224	42	665	0	0	0
"275"	"4/24/15"	2	8	"C"	29	5	2	"D"	1	3	1	42	72	26	880	0	20	100	"sec"	42	72	26	880	0	20	100
"276"	"4/24/15"	2	8	"C"	30	5	1	"D"	1	11	1	2	1	14	0	19	5	10	"sec"	2	1	14	0	19	5	10
"277"	"4/24/15"	2	8	"C"	31	6	6	"D"	1	1	1	0	4	0	0	0	76	10000	"sec"	0	4	0	0	0	76	10000
"278"	"4/21/15"	2	8	"C"	32	6	5	"C"	0	1	1	2	35	0	0	0	0	0	"sec"	2	35	0	0	0	0	0
"279"	"4/24/15"	2	8	"C"	33	6	4	"D"	1	4	1	54	104	44	750	0	20	10	"sec"	54	104	44	750	0	20	10
"280"	"4/24/15"	2	8	"C"	34	6	3	"D"	1	2	1	252	8	42	520	1	60	0	"sec"	252	8	42	520	1	60	0
"281"	"4/24/15"	2	8	"C"	35	6	2	"D"	1	5	1	0	3	130	110	0	24	10	"sec"	0	3	130	110	0	24	10
"282"	"4/24/15"	2	8	"C"	36	6	1	"D"	1	1	1	0	12	10	940	0	12	10000	"sec"	0	12	10	940	0	12	10000
"283"	"4/21/15"	2	9	"D"	1	1	6	"C"	0	4	1	0	0	0	0	0	92	0	"EJR"	0	0	0	0	0	92	0
"284"	"4/24/15"	2	9	"D"	2	1	5	"C"	0	1	1	0	14	0	0	0	50	0	"EJR"	0	14	0	0	0	50	0
"285"	"4/24/15"	2	9	"D"	3	1	4	"D"	1	6	1	0	194	0	0	0	52	100	"sec"	0	194	0	0	0	52	100
"286"	"4/24/15"	2	9	"D"	4	1	3	"C"	0	5	1	0	264	0	0	0	50	0	"EJR"	0	264	0	0	0	50	0
"287"	"4/24/15"	2	9	"D"	5	1	2	"C"	0	7	1	0	0	0	0	0	182	0	"EJR"	0	0	0	0	0	182	0
"288"	"4/24/15"	2	9	"D"	6	1	1	"C"	0	9	1	0	0	0	0	0	188	0	"EJR"	0	0	0	0	0	188	0
"289"	"4/24/15"	2	9	"D"	7	2	6	"D"	1	5	1	0	56	0	0	0	22	10000	"sec"	0	56	0	0	0	22	10000
"290"	"4/24/15"	2	9	"D"	8	2	5	"C"	0	4	1	0	8	0	0	0	100	0	"EJR"	0	8	0	0	0	100	0
"291"	"4/24/15"	2	9	"D"	9	2	4	"D"	1	2	1	0	458	0	0	0	162	10000	"sec"	0	458	0	0	0	162	10000
"292"	"4/24/15"	2	9	"D"	11	2	2	"C"	0	3	1	0	0	0	0	0	308	0	"EJR"	0	0	0	0	0	308	0
"293"	"4/24/15"	2	9	"D"	12	2	1	"D"	1	4	1	0	0	0	56	0	156	10000	"sec"	0	0	0	56	0	156	10000
"294"	"4/21/15"	2	9	"D"	13	3	6	"C"	0	11	1	0	0	0	0	0	140	0	"EJR"	0	0	0	0	0	140	0
"295"	"4/22/15"	2	9	"D"	14	3	5	"D"	1	1	1	0	216	0	0	0	114	100	"sec"	0	216	0	0	0	114	100
"296"	"4/23/15"	2	9	"D"	15	3	4	"C"	0	7	1	0	100	12	0	3	7	0	"EJR"	0	100	12	0	3	7	0
"297"	"4/24/15"	2	9	"D"	16	3	3	"D"	1	11	1	0	2	1	0	38	9	10	"sec"	0	2	1	0	38	9	10
"298"	"4/24/15"	2	9	"D"	17	3	2	"D"	1	10	1	0	0	74	0	26	12	10	"sec"	0	0	74	0	26	12	10
"299"	"4/24/15"	2	9	"D"	18	3	1	"D"	1	3	1	0	78	114	506	6	18	10	"sec"	0	78	114	506	6	18	10
"300"	"4/24/15"	2	9	"D"	19	4	6	"D"	1	8	1	12	44	34	440	10	2	0	"sec"	12	44	34	440	10	2	0
"301"	"4/24/15"	2	9	"D"	20	4	5	"D"	1	11	1	0	0	70	3	36	1	0	"sec"	0	0	70	3	36	1	0
"302"	"4/24/15"	2	9	"D"	21	4	4	"D"	1	3	1	0	0	60	0	6	188	1000	"sec"	0	0	60	0	6	188	1000
"303"	"4/25/15"	2	9	"D"	22	4	3	"C"	0	2	1	0	0	0	0	2	222	0	"EJR"	0	0	0	0	2	222	0
"304"	"4/26/15"	2	9	"D"	23	4	2	"C"	0	5	1	0	38	0	0	0	28	0	"EJR"	0	38	0	0	0	28	0
"305"	"4/24/15"	2	9	"D"	24	4	1	"D"	1	1	1	0	4	0	0	1	32	0	"sec"	0	4	0	0	1	32	0
"306"	"4/24/15"	2	9	"D"	25	5	6	"D"	1	8	1	0	0	154	0	0	4	10	"sec"	0	0	154	0	0	4	10
"307"	"4/24/15"	2	9	"D"	26	5	5	"D"	1	7	1	26	0	324	0	3	14	10	"sec"	26	0	324	0	3	14	10
"308"	"4/24/15"	2	9	"D"	27	5	4	"D"	1	11	1	1	0	30	0	12	1	0	"sec"	1	0	30	0	12	1	0
"309"	"4/24/15"	2	9	"D"	28	5	3	"D"	1	6	1	18	10	182	1	2	2	0	"sec"	18	10	182	1	2	2	0
"310"	"4/25/15"	2	9	"D"	29	5	2	"D"	1	3	1	0	1	14	720	0	18	100	"sec"	0	1	14	720	0	18	100
"311"	"4/25/15"	2	9	"D"	30	5	1	"D"	1	11	1	2	0	105	0	50	6	0	"ejr"	2	0	105	0	50	6	0
"312"	"4/25/15"	2	9	"D"	31	6	6	"D"	1	1	3	0	0	0	2	0	0	100000	"ejr"	0	0	0	0.666666666666667	0	0	33333.3333333333
"313"	"4/21/15"	2	9	"D"	32	6	5	"C"	0	1	1	0	0	0	0	0	52	0	"sec"	0	0	0	0	0	52	0
"314"	"4/21/15"	2	9	"D"	33	6	4	"D"	1	4	1	1	0	82	1500	0	9	0	"ejr"	1	0	82	1500	0	9	0
"315"	"4/25/14"	2	9	"D"	34	6	3	"D"	1	2	1	0	0	28	950	0	21	10000	"ejr"	0	0	28	950	0	21	10000
"316"	"4/25/14"	2	9	"D"	35	6	2	"D"	1	5	1	0	1	93	1	9	0	0	"ejr"	0	1	93	1	9	0	0
"317"	"4/25/14"	2	9	"D"	36	6	1	"D"	1	1	1	0	0	16	1170	0	13	10000	"ejr"	0	0	16	1170	0	13	10000
"318"	"4/21/15"	2	10	"B"	1	1	6	"C"	0	4	1	0	32	0	0	1	49	0	"sec"	0	32	0	0	1	49	0
"319"	"4/21/15"	2	10	"B"	2	1	5	"C"	0	1	1	0	2	0	0	1	174	0	"sec"	0	2	0	0	1	174	0
"320"	"4/24/15"	2	10	"B"	3	1	4	"D"	1	6	1	0	230	0	192	104	26	100	"ejr"	0	230	0	192	104	26	100
"321"	"4/21/15"	2	10	"B"	4	1	3	"C"	0	5	1	0	396	42	0	4	7	0	"sec"	0	396	42	0	4	7	0
"322"	"4/21/15"	2	10	"B"	5	1	2	"C"	0	7	1	0	604	82	2	0	36	0	"sec"	0	604	82	2	0	36	0
"323"	"4/21/15"	2	10	"B"	6	1	1	"C"	0	9	1	0	0	0	0	0	62	0	"sec"	0	0	0	0	0	62	0
"324"	"4/24/15"	2	10	"B"	7	2	6	"D"	1	5	1	0	1	0	0	0	8	0	"ejr"	0	1	0	0	0	8	0
"325"	"4/21/15"	2	10	"B"	8	2	5	"C"	0	4	1	0	2	0	0	0	126	0	"sec"	0	2	0	0	0	126	0
"326"	"4/24/15"	2	10	"B"	9	2	4	"D"	1	2	1	0	24	44	0	0	134	100	"ejr"	0	24	44	0	0	134	100
"327"	"4/24/15"	2	10	"B"	10	2	3	"D"	1	11	1	0	0	62	0	11	6	0	"ejr"	0	0	62	0	11	6	0
"328"	"4/21/15"	2	10	"B"	11	2	2	"C"	0	3	1	0	0	0	0	0	180	0	"sec"	0	0	0	0	0	180	0
"329"	"4/24/15"	2	10	"B"	12	2	1	"D"	1	4	1	0	0	98	1800	0	1	10	"ejr"	0	0	98	1800	0	1	10
"330"	"4/21/15"	2	10	"B"	13	3	6	"C"	0	11	1	0	0	0	0	20	176	0	"sec"	0	0	0	0	20	176	0
"331"	"4/24/15"	2	10	"B"	14	3	5	"D"	1	1	1	0	0	0	0	0	560	0	"ejr"	0	0	0	0	0	560	0
"332"	"4/21/15"	2	10	"B"	15	3	4	"C"	0	7	1	0	8	0	0	15	19	0	"sec"	0	8	0	0	15	19	0
"333"	"4/24/15"	2	10	"B"	16	3	3	"D"	1	11	1	0	0	182	0	46	7	0	"ejr"	0	0	182	0	46	7	0
"334"	"4/24/15"	2	10	"B"	17	3	2	"D"	1	10	1	0	0	116	0	6	12	0	"ejr"	0	0	116	0	6	12	0
"335"	"4/24/15"	2	10	"B"	18	3	1	"D"	1	3	1	0	0	620	1710	0	11	0	"ejr"	0	0	620	1710	0	11	0
"336"	"4/24/15"	2	10	"B"	19	4	6	"D"	1	8	1	8	0	320	7	7	30	0	"ejr"	8	0	320	7	7	30	0
"337"	"4/25/15"	2	10	"B"	20	4	5	"D"	1	11	1	0	2	124	2	28	23	0	"ejr"	0	2	124	2	28	23	0
"338"	"4/25/15"	2	10	"B"	21	4	4	"D"	1	3	1	0	0	118	1470	0	21	0	"ejr"	0	0	118	1470	0	21	0
"339"	"4/25/15"	2	10	"B"	22	4	3	"C"	0	2	1	0	68	0	0	3	198	0	"sec"	0	68	0	0	3	198	0
"340"	"4/21/15"	2	10	"B"	23	4	2	"C"	0	5	1	0	122	8	0	0	32	0	"sec"	0	122	8	0	0	32	0
"341"	"4/21/15"	2	10	"B"	24	4	1	"D"	1	1	1	0	384	0	0	0	112	1000	"ejr"	0	384	0	0	0	112	1000
"342"	"4/25/15"	2	10	"B"	25	5	6	"D"	1	8	1	14	1	568	6	0	23	10	"ejr"	14	1	568	6	0	23	10
"343"	"4/25/15"	2	10	"B"	26	5	5	"D"	1	7	1	17	0	46	0	2	112	0	"ejr"	17	0	46	0	2	112	0
"344"	"4/25/15"	2	10	"B"	27	5	4	"D"	1	11	1	0	0	138	0	17	11	0	"ejr"	0	0	138	0	17	11	0
"345"	"4/25/15"	2	10	"B"	28	5	3	"D"	1	6	1	72	7	180	14	10	50	0	"ejr"	72	7	180	14	10	50	0
"346"	"4/25/15"	2	10	"B"	29	5	2	"D"	1	3	1	70	442	22	302	1	3	1000	"sec"	70	442	22	302	1	3	1000
"347"	"4/25/15"	2	10	"B"	31	6	6	"D"	1	1	1	18	8	0	0	0	64	10000	"sec"	18	8	0	0	0	64	10000
"348"	"4/21/15"	2	10	"B"	32	6	5	"C"	0	1	2	4	8	1	1	0	5	0	"sec"	2	4	0.5	0.5	0	2.5	0
"349"	"4/25/15"	2	10	"B"	33	6	4	"D"	1	4	1	58	16	28	628	0	9	10	"sec"	58	16	28	628	0	9	10
"350"	"4/25/15"	2	10	"B"	34	6	3	"D"	1	2	1	80	30	10	300	0	7	100	"sec"	80	30	10	300	0	7	100
"351"	"4/25/15"	2	10	"B"	35	6	2	"D"	1	5	1	10	108	0	324	0	10	10	"sec"	10	108	0	324	0	10	10
"352"	"4/25/15"	2	10	"B"	36	6	1	"D"	1	1	1	11	0	0	18	0	72	10000	"sec"	11	0	0	18	0	72	10000
"353"	"4/27/15"	3	11	"E"	1	1	6	"C"	0	4	1	0	0	0	0	0	68	0	"sec"	0	0	0	0	0	68	0
"354"	"4/27/15"	3	11	"E"	2	1	5	"D"	1	2	1	0	570	48	0	0	54	100	"ejr"	0	570	48	0	0	54	100
"355"	"4/27/15"	3	11	"E"	3	1	4	"C"	0	8	1	0	20	12	0	0	22	0	"sec"	0	20	12	0	0	22	0
"356"	"4/27/15"	3	11	"E"	4	1	3	"C"	0	9	1	0	4	0	0	14	22	0	"sec"	0	4	0	0	14	22	0
"357"	"4/27/15"	3	11	"E"	5	1	2	"C"	0	9	1	0	3	1	0	2	112	0	"sec"	0	3	1	0	2	112	0
"358"	"4/27/15"	3	11	"E"	6	1	1	"D"	1	11	1	1	1	200	0	68	4	0	"sec"	1	1	200	0	68	4	0
"359"	"4/27/15"	3	11	"E"	7	2	6	"D"	1	7	1	0	0	112	0	0	10	10	"sec"	0	0	112	0	0	10	10
"360"	"4/27/15"	3	11	"E"	8	2	5	"D"	1	5	1	0	2	140	5	1	16	100	"sec"	0	2	140	5	1	16	100
"361"	"4/27/15"	3	11	"E"	9	2	4	"D"	1	3	1	46	78	118	425	0	42	100	"sec"	46	78	118	425	0	42	100
"362"	"4/27/15"	3	11	"E"	10	2	3	"D"	1	2	1	74	138	44	660	0	3	100	"sec"	74	138	44	660	0	3	100
"363"	"4/27/15"	3	11	"E"	11	2	2	"D"	1	11	1	1	1	184	0	2	2	100	"sec"	1	1	184	0	2	2	100
"364"	"4/27/15"	3	11	"E"	12	2	1	"C"	0	3	1	0	1	14	0	0	140	0	"sec"	0	1	14	0	0	140	0
"365"	"4/27/15"	3	11	"E"	13	3	6	"D"	1	3	1	0	0	128	0	0	58	1000	"sec"	0	0	128	0	0	58	1000
"366"	"4/27/15"	3	11	"E"	14	3	5	"D"	1	7	1	0	1	146	402	1	20	10000	"sec"	0	1	146	402	1	20	10000
"367"	"4/27/15"	3	11	"E"	15	3	4	"C"	0	10	1	0	0	0	0	4	54	0	"sec"	0	0	0	0	4	54	0
"368"	"4/27/15"	3	11	"E"	16	3	3	"D"	1	11	1	2	0	92	0	10	8	10	"sec"	2	0	92	0	10	8	10
"369"	"4/27/15"	3	11	"E"	17	3	2	"D"	1	2	1	20	60	225	270	0	22	1000	"sec"	20	60	225	270	0	22	1000
"370"	"4/27/15"	3	11	"E"	18	3	1	"D"	1	6	1	0	18	38	340	0	20	10000	"sec"	0	18	38	340	0	20	10000
"371"	"4/27/15"	3	11	"E"	19	4	6	"C"	0	2	1	0	1	0	0	0	248	0	"sec"	0	1	0	0	0	248	0
"372"	"4/27/15"	3	11	"E"	20	4	5	"D"	1	1	1	0	204	0	396	0	54	1000	"sec"	0	204	0	396	0	54	1000
"373"	"4/27/15"	3	11	"E"	21	4	4	"D"	1	1	1	7	138	2	296	6	10	100	"sec"	7	138	2	296	6	10	100
"374"	"4/27/15"	3	11	"E"	22	4	3	"D"	1	6	1	18	5	172	28	24	14	0	"sec"	18	5	172	28	24	14	0
"375"	"4/27/15"	3	11	"E"	23	4	2	"D"	1	11	1	0	0	48	1	6	4	0	"sec"	0	0	48	1	6	4	0
"376"	"4/27/15"	3	11	"E"	24	4	1	"C"	0	11	1	0	0	0	0	1	106	0	"sec"	0	0	0	0	1	106	0
"377"	"4/27/15"	3	11	"E"	25	5	6	"D"	1	8	1	0	0	0	0	0	26	0	"sec"	0	0	0	0	0	26	0
"378"	"4/27/15"	3	11	"E"	26	5	5	"C"	0	2	1	0	0	0	0	0	268	0	"sec"	0	0	0	0	0	268	0
"379"	"4/27/15"	3	11	"E"	27	5	4	"C"	0	1	1	0	0	0	0	0	54	0	"sec"	0	0	0	0	0	54	0
"380"	"4/27/15"	3	11	"E"	28	5	3	"C"	0	5	1	0	16	1	0	1	32	0	"sec"	0	16	1	0	1	32	0
"381"	"4/27/15"	3	11	"E"	29	5	2	"D"	1	3	1	82	56	0	168	0	30	100	"sec"	82	56	0	168	0	30	100
"382"	"4/27/15"	3	11	"E"	30	5	1	"D"	1	11	1	0	0	206	0	0	4	10	"sec"	0	0	206	0	0	4	10
"383"	"4/27/15"	3	11	"E"	31	6	6	"D"	1	1	1	0	2	6	0	0	224	100	"sec"	0	2	6	0	0	224	100
"384"	"4/27/15"	3	11	"E"	32	6	5	"D"	1	8	1	0	0	154	0	0	18	10	"sec"	0	0	154	0	0	18	10
"385"	"4/27/15"	3	11	"E"	33	6	4	"D"	1	1	1	0	0	170	0	1	306	10	"sec"	0	0	170	0	1	306	10
"386"	"4/27/15"	3	11	"E"	34	6	3	"D"	1	10	1	0	0	68	0	7	5	10	"sec"	0	0	68	0	7	5	10
"387"	"4/27/15"	3	11	"E"	35	6	2	"C"	0	1	1	0	28	0	0	2	108	0	"sec"	0	28	0	0	2	108	0
"388"	"4/27/15"	3	11	"E"	36	6	1	"D"	1	3	1	0	16	0	0	0	92	10000	"sec"	0	16	0	0	0	92	10000
"389"	"4/27/15"	3	12	"C"	1	1	6	"C"	0	4	1	0	730	0	0	0	50	0	"sec"	0	730	0	0	0	50	0
"390"	"4/27/15"	3	12	"C"	2	1	5	"D"	1	2	1	0	452	2	0	0	36	1000	"ejr"	0	452	2	0	0	36	1000
"391"	"4/27/15"	3	12	"C"	3	1	4	"C"	0	8	1	0	64	0	0	0	44	0	"sec"	0	64	0	0	0	44	0
